CIE9;LITERAL9
9642;ENVENENAMIENTO POR ANTICOAGULANTES
9643;ENVENENAMIENTO POR VITAMINA K (FITOMENADIONA)
9644;ENVENENAMIENTO POR DROGAS QUE AFECTAN LA FIBRINOLISIS
9644;ENVENENAMIENTO POR DROGAS QUE AFECTAN LA FIBRINOLISIS
9645;ENVENENAMIENTO POR ANTAGONISTAS DE ANTICOAGULANTES Y COAGUL.
9646;ENVENENAMIENTO POR GAMMAGLOBULINA
9647;ENVENENAMIENTO POR SANGRE NATURAL Y PRODUCTOS SANGUINEOS
9648;ENVENENAMIENTO POR OTROS AG AC PRINC.COMPATIBILIDAD SANGUIN.
9649;ENVENENAMIENTO POR AG AC PRINC.COMPATIBILIDAD SANGUIN.S.ESPE
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9650;ENVEN.OPIACEOS:CODEINA,HEROINA,METADONA,MORFINA,OPIO,MEPERID
9651;ENVEN.SALICILATOS:ASPIRINA,SALES ACIDO SALICILICO
9654;ENVEN.ANALGES.AROMATICOS:PARACETAMOL,ACETANILIDA,FENACETINA
9654;ENVEN.ANALGES.AROMATICOS:PARACETAMOL,ACETANILIDA,FENACETINA
9655;ENVEN.DERIVADOS PIRAZOL:AMIDOPIRINA,FENILBUTAZONA
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9656;ENVEN.ANTIRREUMATICOS:INDOMETACINA,SALES DE ORO
9657;ENVEN.O.ANALGESICOS SIN ACCION NARCOTICA:PIRABITAL
9657;ENVEN.O.ANALGESICOS SIN ACCION NARCOTICA:PIRABITAL
9657;ENVEN.O.ANALGESICOS SIN ACCION NARCOTICA:PIRABITAL
9657;ENVEN.O.ANALGESICOS SIN ACCION NARCOTICA:PIRABITAL
9657;ENVEN.O.ANALGESICOS SIN ACCION NARCOTICA:PIRABITAL
9658;ENVEN.O.ANALGESIC,ANTIPIREPTIC,ANTIRREUMATICOS:PENTAZOCINA
9658;ENVEN.O.ANALGESIC,ANTIPIREPTIC,ANTIRREUMATICOS:PENTAZOCINA
9658;ENVEN.O.ANALGESIC,ANTIPIREPTIC,ANTIRREUMATICOS:PENTAZOCINA
9658;ENVEN.O.ANALGESIC,ANTIPIREPTIC,ANTIRREUMATICOS:PENTAZOCINA
9659;ENVENENAMIENTO POR ANALGESIC,ANTIPIREPTIC,ANTIRREUMAT S.ESPE
9660;ENVEN.DERIVADOS OXAZOLIDINA:PARAMETADIONA,TRIMETADIONA
9661;ENVEN.DERIVADOS DE LA HIDANTOINA:FENITOINA
9662;ENVEN.SUCCINIMIDAS:ETOSUXIMIDA,FENSUXIMIDA
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9663;ENVENENAMIENTO POR OTROS ANTICONVULSIVAS Y LOS N.E.
9664;ENVEN.DROGAS ANTIPARKINSONIANAS:AMANTIDINA,LEVODOPA
9664;ENVEN.DROGAS ANTIPARKINSONIANAS:AMANTIDINA,LEVODOPA
9664;ENVEN.DROGAS ANTIPARKINSONIANAS:AMANTIDINA,LEVODOPA
9670;ENVEN.BARBITURICOS:BARBITAL,AMOBARBITAL,BUTOBARBITAL,FENOB.
9670;ENVEN.BARBITURICOS:BARBITAL,AMOBARBITAL,BUTOBARBITAL,FENOB.
9671;ENVENENAMIENTO POR SEDANTES DEL GRUPO DEL HIDRATO DEL CLORAL
9671;ENVENENAMIENTO POR SEDANTES DEL GRUPO DEL HIDRATO DEL CLORAL
9672;ENVENENAMIENTO POR PARALDEHIDO
9673;ENVEN.COMPUESTOS BROMO:BROMURO,CARBROMAL,ESTERES CARBAMICOS
9674;ENVENENAMIENTO POR COMPUETOS DE LA METACUALONA
9675;ENVENENAMIENTO POR SEDANTES DEL GRUPO DE LA GLUTETIMIDA
9676;ENVENENAMIENTO POR SEDANTES MIXTOS NO CLASIFICADOS O.PARTE
9676;ENVENENAMIENTO POR SEDANTES MIXTOS NO CLASIFICADOS O.PARTE
9678;ENVENENAMIENTO OTROS POR SEDANTES E HIPNOTICOS
9678;ENVENENAMIENTO OTROS POR SEDANTES E HIPNOTICOS
9678;ENVENENAMIENTO OTROS POR SEDANTES E HIPNOTICOS
9678;ENVENENAMIENTO OTROS POR SEDANTES E HIPNOTICOS
9679;ENVENAMIENTO POR SEDANTES E HIPNOTICOS SIN ESPECIFICACION
9680;ENVEN.DEPRESORES TONO MUSCULAR POR ACCION SIST.NERVIOSO CEN
9680;ENVEN.DEPRESORES TONO MUSCULAR POR ACCION SIST.NERVIOSO CEN
9680;ENVEN.DEPRESORES TONO MUSCULAR POR ACCION SIST.NERVIOSO CEN
9681;ENVENENAMIENTO POR OTROS HALOTANO
9682;ENVEN.O.ANESTESICOS GASEOSOS:ETER.OXIDO NITROSO,DER.HID.HALO
9682;ENVEN.O.ANESTESICOS GASEOSOS:ETER.OXIDO NITROSO,DER.HID.HALO
9682;ENVEN.O.ANESTESICOS GASEOSOS:ETER.OXIDO NITROSO,DER.HID.HALO
9683;ENVEN.ANESTES.INTRAV:QUETAMINA,METOHEXITONA,PENTOTAL SODICO
9683;ENVEN.ANESTES.INTRAV:QUETAMINA,METOHEXITONA,PENTOTAL SODICO
9683;ENVEN.ANESTES.INTRAV:QUETAMINA,METOHEXITONA,PENTOTAL SODICO
9684;ENVENAMIENTOS POR OTROS ANESTESICOS GENERALES ESPECIFICADOS
9684;ENVENAMIENTOS POR OTROS ANESTESICOS GENERALES ESPECIFICADOS
9685;ENVEN.ANESTES.SUPERF:COCAINA,LIDOCAINA,PROCAINA,TETRACAINA
9685;ENVEN.ANESTES.SUPERF:COCAINA,LIDOCAINA,PROCAINA,TETRACAINA
9686;ENVEN.ANESTESICOS BLOQUEADORES PLEXO NERV.Y NERV.PERIFERICOS
9687;ENVENAMIENTO POR ANESTESICOS RAQUIDEOS
9689;ENVEN.OTROS ANESTESICOS LOCALES Y LOCALES NO ESPECIFICADOS
9689;ENVEN.OTROS ANESTESICOS LOCALES Y LOCALES NO ESPECIFICADOS
9689;ENVEN.OTROS ANESTESICOS LOCALES Y LOCALES NO ESPECIFICADOS
9690;ENVEN.ANTIDEPRESORES:AMITRIPTILINA,IMIPRAMINA,INH.MONOAMINOX
9690;ENVEN.ANTIDEPRESORES:AMITRIPTILINA,IMIPRAMINA,INH.MONOAMINOX
9690;ENVEN.ANTIDEPRESORES:AMITRIPTILINA,IMIPRAMINA,INH.MONOAMINOX
9690;ENVEN.ANTIDEPRESORES:AMITRIPTILINA,IMIPRAMINA,INH.MONOAMINOX
9691;ENVEN.TRANQ.FENOTOAZINA:FENOTIAZINA,CLORPROMAZINA,PROMAZINA
9691;ENVEN.TRANQ.FENOTOAZINA:FENOTIAZINA,CLORPROMAZINA,PROMAZINA
9691;ENVEN.TRANQ.FENOTOAZINA:FENOTIAZINA,CLORPROMAZINA,PROMAZINA
9692;ENVEN.TRANQ.BUTIROFENONA:ESPIPERONA,HALOPERIDOL,TRIFLUPEROD.
9692;ENVEN.TRANQ.BUTIROFENONA:ESPIPERONA,HALOPERIDOL,TRIFLUPEROD.
9693;ENVEN.O.ANTISICOTICOS,NEUROLEPTICOS Y TRANQ.PRINCIPALES
9693;ENVEN.O.ANTISICOTICOS,NEUROLEPTICOS Y TRANQ.PRINCIPALES
9693;ENVEN.O.ANTISICOTICOS,NEUROLEPTICOS Y TRANQ.PRINCIPALES
9694;ENVEN.TRANQ.BENZODIAZEPINA:DIAZEPAN,CLORDIAZEPOXIDO,FLURAZE.
9695;ENVEN.OTROS TRANQUILIZANTES:HIDROXIZINA,MEPROBAMATO
9695;ENVEN.OTROS TRANQUILIZANTES:HIDROXIZINA,MEPROBAMATO
9695;ENVEN.OTROS TRANQUILIZANTES:HIDROXIZINA,MEPROBAMATO
9695;ENVEN.OTROS TRANQUILIZANTES:HIDROXIZINA,MEPROBAMATO
9695;ENVEN.OTROS TRANQUILIZANTES:HIDROXIZINA,MEPROBAMATO
9696;ENVEN.ALUCINOGENOS:CANNABIS,LSD,MARIHUANA,MESCALINA,PSILOCIN
9696;ENVEN.ALUCINOGENOS:CANNABIS,LSD,MARIHUANA,MESCALINA,PSILOCIN
9696;ENVEN.ALUCINOGENOS:CANNABIS,LSD,MARIHUANA,MESCALINA,PSILOCIN
9697;ENVEN.PSICOESTIMULANTES:ANFETAMINA,CAFEINA
9697;ENVEN.PSICOESTIMULANTES:ANFETAMINA,CAFEINA
9698;ENVENENAMIENTO POR OTROS AGENTES PSICOTROPICOS
9698;ENVENENAMIENTO POR OTROS AGENTES PSICOTROPICOS
9699;ENVENENAMIENTO POR AGENTES PSICOTROPICOS SIN ESPECIFICACION
9700;ENVEN.ANALEPTICOS:LOBELINA,NIQUETAMIDA
9700;ENVEN.ANALEPTICOS:LOBELINA,NIQUETAMIDA
9700;ENVEN.ANALEPTICOS:LOBELINA,NIQUETAMIDA
9701;ENVEN.ANTAGONISTAS DE OPIACEOS:LEVALORFAN,NAXOLON,NALORFIN
9708;ENVEN.OTROS ESTIMULANTES DEL SISTEMA NERVIOSO CENTRAL
9709;ENVEN.ESTIMULANTES DEL SISTEMA NERVIOSO CENTRAL SIN ESPECIF.
9710;ENVEN.PARASIMPATICOMIM:ACETILCOLINA,PILOCARPINA,ANTICOLINEST
9710;ENVEN.PARASIMPATICOMIM:ACETILCOLINA,PILOCARPINA,ANTICOLINEST
9710;ENVEN.PARASIMPATICOMIM:ACETILCOLINA,PILOCARPINA,ANTICOLINEST
9710;ENVEN.PARASIMPATICOMIM:ACETILCOLINA,PILOCARPINA,ANTICOLINEST
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9711;ENVEN.PARASIMPATICOLIT,ESPASMOLITICOS:ATROPINA,HIOSCINA
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9712;ENVEN.SIMPATOCOMIM:ADRENALINA,EPINEFERINA,LEVARTERENOL
9713;ENVENENAMIENTO POR SIMPATICOLITICOS ANTIADRENENERGICOS
9713;ENVENENAMIENTO POR SIMPATICOLITICOS ANTIADRENENERGICOS
9713;ENVENENAMIENTO POR SIMPATICOLITICOS ANTIADRENENERGICOS
9713;ENVENENAMIENTO POR SIMPATICOLITICOS ANTIADRENENERGICOS
9719;ENVEN.DR Q AC PR S SISTEMA NERVIOSO AUTONOMO SIN ESPECIFIC.
9720;ENVEN.REGULARORES RITMO CARDIACO:PARCTOLOL,PROCAINAMIDA,
9720;ENVEN.REGULARORES RITMO CARDIACO:PARCTOLOL,PROCAINAMIDA,
9720;ENVEN.REGULARORES RITMO CARDIACO:PARCTOLOL,PROCAINAMIDA,
9721;ENVEN.GLUCOSIDOS CARDIOTONICOS,GLUCOSIDOS DIGITALICOS
9722;ENVEN.ANTILIPEMICAS,ANTIARTERIOESCLEROTICAS:DER.AC.NICOTINIC
9722;ENVEN.ANTILIPEMICAS,ANTIARTERIOESCLEROTICAS:DER.AC.NICOTINIC
9722;ENVEN.ANTILIPEMICAS,ANTIARTERIOESCLEROTICAS:DER.AC.NICOTINIC
9722;ENVEN.ANTILIPEMICAS,ANTIARTERIOESCLEROTICAS:DER.AC.NICOTINIC
9723;ENVEN.GANGLIOPLEJICOS:BROMURO DE PENTAMETINIO
9723;ENVEN.GANGLIOPLEJICOS:BROMURO DE PENTAMETINIO
9724;ENVENAMIENTO POR VASODILATADORES CORONARIOS
9724;ENVENAMIENTO POR VASODILATADORES CORONARIOS
9724;ENVENAMIENTO POR VASODILATADORES CORONARIOS
9724;ENVENAMIENTO POR VASODILATADORES CORONARIOS
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9725;ENVEN.O.VASODILATADORES:CLCLANDELATO,PAPAVERINA
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9726;ENVEN.O.AG.ANTIHIPERTENSIVOS:RESERPINA,GUANETIDINA,ALC.RAUW
9727;ENVEN.DROGAS ANTIVARICOSAS, AGENTES ESCLEROSANTES
9728;ENVEN.DROGAS DE ACCION SOBRE VASOS CAPILARES
9728;ENVEN.DROGAS DE ACCION SOBRE VASOS CAPILARES
9728;ENVEN.DROGAS DE ACCION SOBRE VASOS CAPILARES
9729;ENVEN.O.AGENTES QUE ACT.PRINC.SOBRE APARATO CARDIOVASCULAR
9730;ENVEN.ANTIACIDOS Y DROGAS INHIBIDORAS SECRECION GASTRICA
9730;ENVEN.ANTIACIDOS Y DROGAS INHIBIDORAS SECRECION GASTRICA
9730;ENVEN.ANTIACIDOS Y DROGAS INHIBIDORAS SECRECION GASTRICA
9731;ENVENENAMIENTO POR CATARTICOS IRRITANTES
9732;ENVENENAMIENTO POR CATARTICOS EMOLIENTES
9732;ENVENENAMIENTO POR CATARTICOS EMOLIENTES
9732;ENVENENAMIENTO POR CATARTICOS EMOLIENTES
9733;ENVENENAMIENTO POR O.CATARTICOS,DROGAS CONTRA ATONIA INTESTI
9733;ENVENENAMIENTO POR O.CATARTICOS,DROGAS CONTRA ATONIA INTESTI
9734;ENVENENAMIENTO POR DIGESTIVOS
9734;ENVENENAMIENTO POR DIGESTIVOS
9734;ENVENENAMIENTO POR DIGESTIVOS
9734;ENVENENAMIENTO POR DIGESTIVOS
9735;ENVENENAMIENTO POR DROGAS ANTIDIARREICAS
9735;ENVENENAMIENTO POR DROGAS ANTIDIARREICAS
9736;ENVENENAMIENTO POR EMETICOS
9738;ENVEN.O.AGENTES QUE ACT.PRINCIP.SOBRE EL TRACTO INTESTINAL
9738;ENVEN.O.AGENTES QUE ACT.PRINCIP.SOBRE EL TRACTO INTESTINAL
9738;ENVEN.O.AGENTES QUE ACT.PRINCIP.SOBRE EL TRACTO INTESTINAL
9738;ENVEN.O.AGENTES QUE ACT.PRINCIP.SOBRE EL TRACTO INTESTINAL
9739;ENVEN.AGENTES QUE ACT.PRINC.SOBRE TRACTO INTESTINAL S.ESPEC.
9740;ENVENENAMIENTO POR DIURETICOS MERCURIALES
9741;ENVENENAMIENTO POR DIURETICOS DERIVADOS DE LAS PURINAS
9741;ENVENENAMIENTO POR DIURETICOS DERIVADOS DE LAS PURINAS
9742;ENVENENAMIENTO POR INHIBIDORES DE LA ANHIDRASA DEL AC.CARBON
9743;ENVENENAMIENTO POR SALURETICOS
9743;ENVENENAMIENTO POR SALURETICOS
9744;ENVENENAMIENTO POR OTROS DIURETICOS
9744;ENVENENAMIENTO POR OTROS DIURETICOS
9744;ENVENENAMIENTO POR OTROS DIURETICOS
9744;ENVENENAMIENTO POR OTROS DIURETICOS
9745;ENVEN.DR Q AC SOBRE EQUILIBRIO ELECTROL,CALORICO Y DEL AGUA
9745;ENVEN.DR Q AC SOBRE EQUILIBRIO ELECTROL,CALORICO Y DEL AGUA
9745;ENVEN.DR Q AC SOBRE EQUILIBRIO ELECTROL,CALORICO Y DEL AGUA
9746;ENVENENAMIENTO OTRAS SALES MINERALES NO CLASIF EN OTRA PARTE
9746;ENVENENAMIENTO OTRAS SALES MINERALES NO CLASIF EN OTRA PARTE
9746;ENVENENAMIENTO OTRAS SALES MINERALES NO CLASIF EN OTRA PARTE
9746;ENVENENAMIENTO OTRAS SALES MINERALES NO CLASIF EN OTRA PARTE
9747;ENVEN.DR.Q AC SOBES METABOLISMO DEL ACIDO URICO:COLCHICINA
9747;ENVEN.DR.Q AC SOBES METABOLISMO DEL ACIDO URICO:COLCHICINA
9747;ENVEN.DR.Q AC SOBES METABOLISMO DEL ACIDO URICO:COLCHICINA
9750;ENVENENAMIENTO POR AGENTES OXITOCICOS
9750;ENVENENAMIENTO POR AGENTES OXITOCICOS
9751;ENVEN.RELAJADORES MUSCULOS LISOS:PAPAVERINA
9751;ENVEN.RELAJADORES MUSCULOS LISOS:PAPAVERINA
9751;ENVEN.RELAJADORES MUSCULOS LISOS:PAPAVERINA
9752;ENVEN.RELAJADORES MUSCULOS ESTRIADOS
9752;ENVEN.RELAJADORES MUSCULOS ESTRIADOS
9753;ENVEN.OTRAS DROGAS Y N.E.QUE ACTUAN SOBRE LOS MUSCULOS
9753;ENVEN.OTRAS DROGAS Y N.E.QUE ACTUAN SOBRE LOS MUSCULOS
9754;ENVENENAMIENTO POR ANTITUSIGENOS
9754;ENVENENAMIENTO POR ANTITUSIGENOS
9754;ENVENENAMIENTO POR ANTITUSIGENOS
9755;ENVENENAMIENTO POR EXPECTORANTES
9756;ENVENENAMIENTO POR DROGAS CONTRA EL REFRIO COMUN
9756;ENVENENAMIENTO POR DROGAS CONTRA EL REFRIO COMUN
9757;ENVENENAMIENTO POR ANTIASMATICOS
9757;ENVENENAMIENTO POR ANTIASMATICOS
9757;ENVENENAMIENTO POR ANTIASMATICOS
9758;ENVEN.OTRAS DROGAS Y N.E. QUE ACTUAN SOBRE APARATO RESPIRAT.
9758;ENVEN.OTRAS DROGAS Y N.E. QUE ACTUAN SOBRE APARATO RESPIRAT.
9758;ENVEN.OTRAS DROGAS Y N.E. QUE ACTUAN SOBRE APARATO RESPIRAT.
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9760;ENVEN.ANTIINFECCIOSOS Y ANTIINFLAMATORIOS DE ACCION LOCAL
9761;ENVENENAMIENTO POR ANTIPRURIGINOSOS
9761;ENVENENAMIENTO POR ANTIPRURIGINOSOS
9761;ENVENENAMIENTO POR ANTIPRURIGINOSOS
9761;ENVENENAMIENTO POR ANTIPRURIGINOSOS
9762;ENVENENAMIENTO POR ASTRINGENTES Y DETERGENTES LOCALES
9763;ENVENENAMIENTO POR EMOLIENTES,DEMULCENTES Y PROTECTORES
9763;ENVENENAMIENTO POR EMOLIENTES,DEMULCENTES Y PROTECTORES
9763;ENVENENAMIENTO POR EMOLIENTES,DEMULCENTES Y PROTECTORES
9763;ENVENENAMIENTO POR EMOLIENTES,DEMULCENTES Y PROTECTORES
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9764;ENVEN.QUERATOLITICOS,DR.Y PREP.TRATAMIENTO DEL PELO
9765;ENVEN.ANTIINFECCIOSOS OCULARES Y DR.OFTALMICAS:IDOXURIDINA
9765;ENVEN.ANTIINFECCIOSOS OCULARES Y DR.OFTALMICAS:IDOXURIDINA
9765;ENVEN.ANTIINFECCIOSOS OCULARES Y DR.OFTALMICAS:IDOXURIDINA
9765;ENVEN.ANTIINFECCIOSOS OCULARES Y DR.OFTALMICAS:IDOXURIDINA
9765;ENVEN.ANTIINFECCIOSOS OCULARES Y DR.OFTALMICAS:IDOXURIDINA
9766;ENVEN.ANTIINFECCIOSOS Y O.DROGAS USO OTORRINOLARINGOLOGIA
9766;ENVEN.ANTIINFECCIOSOS Y O.DROGAS USO OTORRINOLARINGOLOGIA
9766;ENVEN.ANTIINFECCIOSOS Y O.DROGAS USO OTORRINOLARINGOLOGIA
9767;ENVENENAMIENTO POR DROGAS DENTALES DE APLICACION TOPICA
9768;ENVEN.O.AGENTES Q AC PR PIL, MUCOSAS:ESPERMICIDAS
9768;ENVEN.O.AGENTES Q AC PR PIL, MUCOSAS:ESPERMICIDAS
9769;ENVEN.O.AGENTES Q AC PR PIEL,MUCOSAS SIN ESPECIFICACION
9769;ENVEN.O.AGENTES Q AC PR PIEL,MUCOSAS SIN ESPECIFICACION
9770;ENVENENAMIENTO POR DIETETICOS
9770;ENVENENAMIENTO POR DIETETICOS
9770;ENVENENAMIENTO POR DIETETICOS
9770;ENVENENAMIENTO POR DIETETICOS
9771;ENVENENAMIENTO POR DROGAS LIPOTROPICAS
9771;ENVENENAMIENTO POR DROGAS LIPOTROPICAS
9771;ENVENENAMIENTO POR DROGAS LIPOTROPICAS
9772;ENVENENAMIENTO ANTIDOTOS Y AGENTES QUELANTES NO CLAS.O.PARTE
9773;ENVENENAMIENTO POR ANTAGONISTAS DEL ALCOHOLISMO
9774;ENVENENAMIENTO POR EXCIPIENTES FARMACEUTICOS
9774;ENVENENAMIENTO POR EXCIPIENTES FARMACEUTICOS
9774;ENVENENAMIENTO POR EXCIPIENTES FARMACEUTICOS
9778;ENVENENAMIENTO POR OTRAS DROGAS Y MEDICAMENTOS
9778;ENVENENAMIENTO POR OTRAS DROGAS Y MEDICAMENTOS
9779;ENVENENAMIENTO POR DROGAS Y MEDICAMENTOS NO ESPECIFICADOS
9779;ENVENENAMIENTO POR DROGAS Y MEDICAMENTOS NO ESPECIFICADOS
9779;ENVENENAMIENTO POR DROGAS Y MEDICAMENTOS NO ESPECIFICADOS
9780;ENVENENAMIENTO POR VACUNA BCG
9781;ENVENENAMIENTO POR VACUNAS TIFOIDEA Y PARATIFOIDEA
9782;ENVENENAMIENTO POR VACUNA CONTRA EL COLERA
9783;ENVENENAMIENTO POR VACUNA CONTRA LA PESTE
9784;ENVENENAMIENTO POR VACUNA CONTRA EL TETANOS
9785;ENVENENAMIENTO POR VACUNA CONTRA LA DIFTERIA
9786;ENVENENAMIENTO POR VACUNA PERTUSSIS
9788;ENVENENAMIENTO POR OTRAS VACUNAS BACTERIANAS Y BACTER.N.E.
9789;ENVEN.VACUNAS BACTERIANAS MIXTAS,EXC.COMBINACIONES PERTUSSIS
9790;ENVENENAMIENTO VACUNA ANTIVARIOLICA
9791;ENVENENAMIENTO VACUNA ANTIRRABICA
9792;ENVENENAMIENTO VACUNA CONTRA EL TIFUS
9793;ENVENENAMIENTO VACUNA CONTRA LA FIEBRE AMARILLA
9794;ENVENENAMIENTO VACUNA CONTRA EL SARAMPION
9795;ENVENENAMIENTO VACUNA CONTRA LA POLIOMELITIS
9796;ENVENENAMIENTO O.VACUNAS Y N.E. CONTRA VIRUS Y RICKETTESIAS
9797;ENVEN.VACUNAS MIXTAS CONTRA VIRUS Y RIK.Y VACUNAS BACTERIAN.
9799;ENVENENAMIENTO POR OTRAS VACUNAS Y SUST.BIOLOGICAS Y N.E.
9799;ENVENENAMIENTO POR OTRAS VACUNAS Y SUST.BIOLOGICAS Y N.E.
9799;ENVENENAMIENTO POR OTRAS VACUNAS Y SUST.BIOLOGICAS Y N.E.
9800;EFECTO TOXICO DEL ALCOHOL ETILICO
9801;EFECTO TOXICO DEL ALCOHOL METILICO
9802;EFECTO TOXICO DEL ALCOHOL ISIPROPILICO
9803;EFECTO TOXICO DEL LICOR DE ALCOHOL INSUFICIENTEM.DESTILADO
9808;EFECTO TOXICO DE OTRO ALCOHOL
9809;EFECTO TOXICO DEL ALCOHOL SIN ESPECIFICACION
981;EFECTO TOXICO DE PRODUCTOS DEL PETROLEO
9820;EFECTO TOXICO DE BENZOL Y HOMOLOGOS
9820;EFECTO TOXICO DE BENZOL Y HOMOLOGOS
9820;EFECTO TOXICO DE BENZOL Y HOMOLOGOS
9820;EFECTO TOXICO DE BENZOL Y HOMOLOGOS
9820;EFECTO TOXICO DE BENZOL Y HOMOLOGOS
9821;EFECTO TOXICO DE TETRACLORURO DE CARBONO
9822;EFECTO TOXICO DE BISULFURO DE CARBONO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9823;EFECTO TOXICO O.DISOLV.HIDROCARBUROS CLORADOS:TRICLORETILENO
9824;EFECTO TOXICO DE NITROGLICOL
9828;EFECTO TOXICO DE O.DISOLV.NO DERIVADOS DEL PETROLEO:ACETONA
